,ts_code,symbol,name,area,industry,market,list_status,list_date,delist_date,main_business
2193,300757.SZ,300757,罗博特科,江苏,专用机械,创业板,L,20190108,,"研制高端自动化装备和基于工业互联网技术的智能制造执行系统软件,为光伏电池,电子及半导体,汽车精密零部件,食品药品等领域提供柔性,智能,高效的高端自动化装备及制造执行系统软件."
2194,300758.SZ,300758,七彩化学,辽宁,染料涂料,创业板,L,20190222,,"公司主营业务为高性能有机颜料,溶剂染料的研发,生产与销售.主要产品包括苯并咪唑酮系列,大分子系列,异吲哚啉系列,偶氮颜料,溶剂染料,以及相关染,颜料中间体."
2195,300759.SZ,300759,康龙化成,北京,化学制药,创业板,L,20190128,,"公司的主营业务为药物研究,开发及生产CRMO服务,分为药物发现和药物开发研发服务两部分."
2196,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,创业板,L,20181016,,"主营业务:公司主要从事医疗器械的研发,制造,营销及服务,主要产品涵盖三大领域:生命信息与支持,体外诊断以及医学影像,目前已拥有丰富的产品品类."
2197,300761.SZ,300761,立华股份,江苏,农业综合,创业板,L,20190218,,"主营业务:黄羽鸡,生猪,肉鹅的生产与销售业务;主要产品:商品代黄羽肉鸡活鸡,商品猪活猪以及活鹅等."
2198,300762.SZ,300762,上海瀚讯,上海,通信设备,创业板,L,20190314,,"公司主要从事军用宽带移动通信系统及军用战术通信设备的研发,制造,销售及工程实施,结合业务应用软件,指挥调度软件等配套产品,向军方等行业用户提供宽带移动通信系统的整体解决方案."
2199,300763.SZ,300763,锦浪科技,浙江,电气设备,创业板,L,20190319,,"本公司立足于新能源行业,专注于分布式光伏发电领域,为一家专业从事分布式光伏发电系统核心设备组串式逆变器研发,生产,销售和服务的高新技术企业.公司的主要产品为组串式逆变器,其主要用途为将太阳能电池组件产生的电能,变为稳定的,符合电网电能质量要求的交流电能接入电网,是太阳能光伏发电系统不可缺少的核心设备."
2200,300765.SZ,300765,新诺威,河北,食品,创业板,L,20190322,,"主营业务为功能食品的研发,生产与销售.主要产品为维生素C含片和咖啡因."
2201,300766.SZ,300766,每日互动,浙江,互联网,创业板,L,20190325,,"主营业务:发行人是一家基于大数据的移动互联网综合服务提供商,主要利用大数据能力提供面向移动应用开发者的技术服务,面向广告主的移动互联网营销服务,以及面向其他垂直领域客户的数据服务."
2202,300767.SZ,300767,震安科技,云南,橡胶,创业板,L,20190329,,"主要从事建筑隔震橡胶支座的研发,生产,销售,并提供隔震咨询,隔震设计,隔震橡胶支座安装指导,更换,维护等相关技术服务."
2203,300768.SZ,300768,迪普科技,浙江,软件服务,创业板,L,20190412,,"从事企业级网络通信产品的研发,生产,销售以及为用户提供相关专业服务.主要产品包括网络安全产品,应用交付产品及基础网络产品."
2204,300769.SZ,300769,德方纳米,深圳,化工原料,创业板,L,20190415,,"锂离子电池材料的研发,生产和销售,目前公司生产销售的电池材料主要是磷酸铁锂,碳纳米管,碳纳米管导电液.磷酸铁锂由于循环寿命长,能量密度高,高温性能和安全性能好等特点,可应用于电动汽车市场和储能市场;碳纳米管具有优异的导热导电性能,通过深度加工,制成碳纳米管导电液,可添加至电池正极或负极材料中,增加导电性,提高安全性."
2205,300770.SZ,300770,新媒股份,广东,影视音像,创业板,L,20190419,,"公司主营业务包括IPTV,互联网电视,有线电视网络增值服务,省外专网视听节目综合服务等新媒体业务.公司目前互联网电视业务的主要产品为“云视听”系列."
2206,300771.SZ,300771,智莱科技,深圳,IT设备,创业板,L,20190422,,"主营业务:从事物品智能保管与交付设备的研发,生产,销售及服务,主要产品包括智能快件箱和自动寄存柜."
2207,300772.SZ,300772,运达股份,浙江,电气设备,创业板,L,20190426,,"公司目前产品主要为1.5MW,2.0MW和2.5MW系列风电机组,公司的主营业务为大型风力发电机组的研发,生产和销售."
2208,300773.SZ,300773,拉卡拉,北京,软件服务,创业板,L,20190425,,"为实体小微企业提供收单服务和为个人用户提供个人支付服务,此外拉卡拉还以积累的丰富第三方支付运营经验,向客户提供第三方支付增值服务."
2209,300774.SZ,300774,倍杰特,北京,环境保护,创业板,L,20210804,,"基于工业联动市政污水零排放战略,致力于依靠自主研发的技术能力成为国内领先的水处理综合服务商,在业内开创了工业与市政联动治理的新模式,以“用得起的零排放”技术实现了污水的资源化及循环利用."
2210,300775.SZ,300775,三角防务,陕西,航空,创业板,L,20190521,,"主要从事航空,航天,船舶等行业锻件产品的研制,生产,销售和服务.产品为特种合金锻件,主要用于制造飞机机身结构件及航空发动机盘件."
2211,300776.SZ,300776,帝尔激光,湖北,专用机械,创业板,L,20190517,,"精密激光加工解决方案的设计及其配套设备的研发,生产和销售,主要产品包括PERC激光消融设备,SE激光掺杂设备,MWT系列激光设备,全自动高速激光划片/裂片机,LID/R激光修复设备,激光扩硼设备等."
2212,300777.SZ,300777,中简科技,江苏,化纤,创业板,L,20190516,,"主营业务:高性能碳纤维及相关产品研发,生产,销售和技术服务.主要产品:ZT7系列高性能碳纤维及织物."
2213,300778.SZ,300778,新城市,深圳,建筑工程,创业板,L,20190510,,"致力于为各级政府部门,国内知名开发商,企业和各类城乡社区提供城乡规划,工程设计,工程咨询等综合服务.主要业务分为三大板块,即城乡规划类,工程设计类和工程咨询类业务."
2214,300779.SZ,300779,惠城环保,山东,环境保护,创业板,L,20190522,,"为炼油企业提供废催化剂处理处置服务,研发,生产,销售FCC催化剂(新剂),复活催化剂,再生平衡剂等资源化综合利用产品."
2215,300780.SZ,300780,德恩精工,四川,机械基件,创业板,L,20190531,,"主营业务:从事皮带轮,锥套,同步带轮,胀套,链轮,减速机,联轴器,齿轮,法兰,工业皮带,聚氨酯同步带等机械传动零部件及其配套产品的研发,设计,生产和销售.主要产品为皮带轮,锥套,同步带轮,胀套,链轮,减速机,联轴器,齿轮,法兰,工业皮带,聚氨酯同步带等机械传动零部件."
2216,300781.SZ,300781,因赛集团,广东,广告包装,创业板,L,20190606,,"公司从事整合营销传播服务,业务范围涵盖品牌管理,数字营销,公关传播及媒介代理四大类."
2217,300782.SZ,300782,卓胜微,江苏,半导体,创业板,L,20190618,,"射频前端芯片的研究,开发与销售,主要向市场提供射频开关,射频低噪声放大器等射频前端芯片产品,并提供IP授权,应用于智能手机等移动智能终端."
2218,300783.SZ,300783,三只松鼠,安徽,食品,创业板,L,20190712,,"主营业务:主要从事自有品牌休闲食品的研发,检测,分装和销售,产品组合覆盖坚果,干果,果干,花茶及零食等多个主要休闲食品品类."
2219,300784.SZ,300784,利安科技,浙江,塑料,创业板,L,20240607,,"主营业务为从事精密注塑模具以及注塑产品的研发,生产和销售,主要产品为精密注塑模具和注塑产品"
2220,300785.SZ,300785,值得买,北京,互联网,创业板,L,20190715,,"主营业务是运营内容类导购平台什么值得买网站及相应的移动客户端,为电商,品牌商等提供信息推广服务,并以此为延伸提供海淘代购平台服务和互联网效果营销平台服务."
2221,300786.SZ,300786,国林科技,山东,环境保护,创业板,L,20190723,,"主营业务:专业从事臭氧产生机理研究,臭氧设备设计与制造,臭氧应用工程方案设计与臭氧系统设备安装,调试,运行及维护等业务.公司主要产品为臭氧系统设备."
2222,300787.SZ,300787,海能实业,江西,元器件,创业板,L,20190815,,"公司主要产品为电子信号传输适配产品(消费电子连接线,信号适配器)及其他消费电子产品.主要产品分为三大类:一是线束类产品,其主要功能是实现数据,信号和能量的传输,产品主要包括USB,USB Type-C,DVI,DP,HDMI,网线线束等;二是信号适配器产品,该产品则主要通过信号转换,切换,延长,放大等方式对各类电子信号进行适配管理,产品主要包括信号转换器,信号切换器,信号分配器,信号延长器等;三是其他消费电子产品.主营业务:电子信号传输适配产品及其他消费电子产品的定制化设计生产"
2223,300788.SZ,300788,中信出版,北京,出版业,创业板,L,20190705,,"图书出版与发行,书店零售业务及其他文化增值服务"
2224,300789.SZ,300789,唐源电气,四川,运输设备,创业板,L,20190828,,"公司是一家轨道交通运营维护解决方案提供商,主营业务为轨道交通行业牵引供电和工务工程检测监测及信息化管理系统的研发,制造和销售.主要产品是牵引供电检测监测系统,工务工程检测监测系统,信息化管理系统."
2225,300790.SZ,300790,宇瞳光学,广东,元器件,创业板,L,20190920,,"公司是专业从事光学镜头等相关产品设计,研发,生产和销售的高新技术企业,产品主要应用于安防监控设备,车载摄像头,机器视觉等高精密光学系统."
2226,300791.SZ,300791,仙乐健康,广东,医疗保健,创业板,L,20190925,,"主营业务:在营养保健食品领域提供研发,生产,销售,技术服务等.产品涵盖鱼油系列,Ω369系列,氨糖系列,钙产品系列,维生素和矿物质系列,辅酶Q10系列,葡萄籽等植物提取物系列等."
2227,300792.SZ,300792,壹网壹创,浙江,互联网,创业板,L,20190927,,主营业务:为国内外知名快消品品牌提供全网各渠道电子商务服务.
2228,300793.SZ,300793,佳禾智能,广东,IT设备,创业板,L,20191018,,"主营业务:电声产品的设计研发,制造,销售."
2229,300795.SZ,300795,米奥会展,浙江,文教休闲,创业板,L,20191022,,"公司专业从事会展项目的策划发起,组织承办,推广及运营服务."
2230,300796.SZ,300796,贝斯美,浙江,农药化肥,创业板,L,20191115,,"专注于环保型农药医药中间体,农药原药及农药制剂的研发,生产和销售的国家级高新技术企业."
2231,300797.SZ,300797,钢研纳克,北京,电器仪表,创业板,L,20191101,,"专业从事金属材料检测技术的研究,开发和应用的创新型企业.目前公司提供的主要服务或产品包括第三方检测服务,检测分析仪器,标准物质/标准样品,能力验证服务,腐蚀防护工程与产品,以及其他检测延伸服务.公司服务和产品主要应用于钢铁,冶金,有色,机械,航空航天,高铁,核电,汽车,新材料,环境,食品,石化等领域."
2232,300798.SZ,300798,锦鸡股份,江苏,染料涂料,创业板,L,20191122,,"主营业务为染料的研发,生产和销售,主要产品为活性染料,用于纺织品的染色和印花."
2233,300800.SZ,300800,力合科技,湖南,环境保护,创业板,L,20191106,,"公司主营业务为环境监测系统研发,生产和销售及运营服务,公司主营产品包括水质监测系统,空气/烟气监测系统和环境监测信息管理系统,并为客户提供环境监测系统的运营服务,目前以水质监测系统及运营服务为主."
2234,300801.SZ,300801,泰和科技,山东,化工原料,创业板,L,20191128,,"主要产品:阻垢缓蚀剂,阻垢分散剂,杀菌灭藻剂,螯合剂,粘泥剥离剂,清洗预膜剂,除氧剂,反渗透阻垢剂,清洗剂,杀菌剂等;主营业务:水处理药剂的研发,生产和销售."
2235,300802.SZ,300802,矩子科技,上海,专用机械,创业板,L,20191114,,"主营业务为智能设备及组件的研发,生产和销售,主要产品包括机器视觉设备,控制线缆组件,控制单元及设备."
2236,300803.SZ,300803,指南针,北京,软件服务,创业板,L,20191118,,"主营业务为以证券工具型软件终端为载体,以互联网为工具,向投资者提供及时,专业的金融数据分析和证券投资咨询服务"
2237,300804.SZ,300804,广康生化,广东,农药化肥,创业板,L,20230627,,"公司是专业从事农药原药,中间体,制剂的研发,生产和销售的国家高新技术企业,是国内琥珀酸脱氢酶抑制剂(SDHI),三氯甲基硫类杀菌剂,联苯肼类杀螨剂,拟除虫菊酯类杀虫剂的主要供应商之一.公司主要经营产品包括联苯肼酯,高效氯氰菊酯等杀虫剂;噻呋酰胺,克菌丹,灭菌丹,土菌灵,萎锈灵等杀菌剂;甜菜宁,甜菜安,乙氧呋草黄等除草剂."
2238,300805.SZ,300805,电声股份,广东,广告包装,创业板,L,20191121,,"国内领先的体验营销综合服务提供商,主营业务为互动展示,零售终端管理,品牌传播等营销活动的策划,执行,监测,反馈服务."
2239,300806.SZ,300806,斯迪克,江苏,塑料,创业板,L,20191125,,"从事功能性涂层复合材料研发,生产,销售,主要产品包括功能性薄膜材料,电子级胶粘材料,热管理复合材料和薄膜包装材料四大类."
2240,300807.SZ,300807,天迈科技,河南,软件服务,创业板,L,20191219,,"主营业务:基于车联网技术为城市公交运营,管理及服务提供综合解决方案."
2241,300808.SZ,300808,久量股份,湖北,家用电器,创业板,L,20191129,,"公司主要从事LED照明产品的设计,研发,生产和销售.主要产品包括:LED应急灯,LED手电筒,LED露营灯,头灯与探照灯,LED台灯及球泡灯,日光灯和筒灯."
2242,300809.SZ,300809,华辰装备,江苏,机床制造,创业板,L,20191204,,"主营业务:全自动数控轧辊磨床的研发,生产和销售."
2243,300810.SZ,300810,中科海讯,北京,船舶,创业板,L,20191206,,"主营业务为声纳领域相关产品的研发,生产和销售,主要产品包括信号处理平台,声纳系统,水声大数据与仿真系统,无人反潜系统等."
2244,300811.SZ,300811,铂科新材,深圳,矿物制品,创业板,L,20191230,,"主营业务:合金软磁粉,合金软磁粉芯及相关电感元件产品的研发,生产和销售,为下游用户电力电子设备或系统实现高效稳定,节能环保运行提供高性能软磁材料,模块化电感以及整体解决方案,主要产品包括合金软磁粉(制造合金软磁粉芯的核心材料),合金软磁粉芯(电感元件的核心部件),电感元件等."
2245,300812.SZ,300812,易天股份,深圳,专用机械,创业板,L,20200109,,"主营业务:公司是一家国内优秀的电子专用设备供应商,基于精准对位,精准贴附技术,致力于为客户提供专业化,高性能的国产化电子专用设备."
2246,300813.SZ,300813,泰林生物,浙江,医疗保健,创业板,L,20200114,,"主营业务为微生物检测与控制技术系统产品,有机物分析仪器等制药装备的研发,制造和销售,公司产品包括各类耗材,仪器和设备,可单独或组合应用于无菌药品的质量检测和生产辅助,同时可以拓展的应用领域包括医疗卫生,食品安全,疾病防控,生物安全,检验检疫,生物工程,实验动物和环境保护等大健康产业."
2247,300814.SZ,300814,中富电路,深圳,元器件,创业板,L,20210812,,"专业从事印制电路板研发,生产和销售,主要为电子信息制造业各细分领域主流客户提供定制化的PCB产品"
2248,300815.SZ,300815,玉禾田,安徽,环境保护,创业板,L,20200123,,"物业清洁,市政环卫,绿化养护,有害生物防治,二次供水设施清洗消毒等综合环境服务,主营业务为物业清洁和市政环卫"
2249,300816.SZ,300816,艾可蓝,安徽,汽车配件,创业板,L,20200210,,"主要产品包括柴油机选择性催化还原器型产品(SCR),柴油机颗粒捕集器型产品(DPF),汽油机三元催化剂/器(TWC)等产品,主营业务为发动机尾气后处理产品的研发,生产和销售"
2250,300817.SZ,300817,双飞集团,浙江,机械基件,创业板,L,20200218,,"主要从事自润滑轴承及自润滑轴承用复合材料的研发,生产及销售,产品系列分为:SF系列轴承,JF系列轴承,JDB系列轴承,FU系列轴承,其他系列轴承及复合材料."
2251,300818.SZ,300818,耐普矿机,江西,专用机械,创业板,L,20200212,,"主营业务:公司主要从事重型矿山选矿装备及其新材料耐磨备件的研发,生产,销售及服务等业务.,产品主要应用于有色金属,黑色金属矿山企业."
2252,300819.SZ,300819,聚杰微纤,江苏,纺织,创业板,L,20200312,,"公司专注于超细复合纤维面料及制成品的研发,生产,销售业务;主要产品包括超细纤维制成品,超细纤维仿皮面料,超细纤维功能面料以及超细纤维无尘洁净制品四个大类."
2253,300820.SZ,300820,英杰电气,四川,电气设备,创业板,L,20200213,,"公司主要从事以功率控制电源,特种电源为代表的工业电源设备研发,生产与销售.公司主要产品包括系列功率控制器,铸锭炉电源,还原炉电源系统,单晶炉直流电源,蓝宝石炉电源,玻璃玻纤窑炉用调功系统,PD系列直流电源,微波电源,充电电源,感应加热电源,电机软起动系统装置(压缩机控制电源),PLC控制系统等,主要应用于光伏新能源用单晶硅,多晶硅和以半导体,光纤,玻璃玻纤(含TFT液晶玻璃基板)为代表的新材料领域,以及冶金,机械制造,石油化工,电化学等传统工业领域."
2254,300821.SZ,300821,东岳硅材,山东,化工原料,创业板,L,20200312,,"公司专业从事有机硅材料的研发,生产和销售,主要产品包括硅橡胶,硅油,气相白炭黑等有机硅下游深加工产品以及有机硅中间体等."
2255,300822.SZ,300822,贝仕达克,深圳,元器件,创业板,L,20200313,,"主营业务为智能控制器及智能产品的研发,生产和销售.主要产品包括智能照明,智能安防等."
2256,300823.SZ,300823,建科智能,天津,专用机械,创业板,L,20200319,,"主要从事中高端数控钢筋加工装备的研发,设计,生产和销售,并提供数控钢筋加工的整体解决方案.公司产品广泛用于高速铁路,高速公路,桥梁隧道,轨道交通,地下管廊,核电水电等各类大型基础设施建设及装配式建筑,钢筋加工配送中心等领域."
2257,300824.SZ,300824,北鼎股份,深圳,家用电器,创业板,L,20200619,,"厨房小家电产品,如养生壶,烤箱,饮水机,开水煲,多士炉,蒸锅等;养生食材,烘焙周边"
2258,300825.SZ,300825,阿尔特,北京,汽车服务,创业板,L,20200327,,"公司服务于汽车生产企业,主营业务为燃油汽车和新能源汽车的整车设计及其他汽车行业相关的技术服务."
2259,300826.SZ,300826,测绘股份,江苏,建筑工程,创业板,L,20200403,,主要从事地理信息产业中的测绘地理信息服务业务.
2260,300827.SZ,300827,上能电气,江苏,电气设备,创业板,L,20200410,,"公司主要从事电力电子设备的研发,生产,销售.专注于电力电子变换技术,运用电力电子变换技术为光伏发电,电化学储能接入电网以及电能质量治理提供解决方案,主要产品包括光伏逆变器(PV Inverter),储能双向变流器(PCS)以及有源滤波器(APF),低压无功补偿器(SVG),智能电能质量矫正装置(SPC)等产品,并提供光伏发电系统和储能系统的集成业务."
2261,300828.SZ,300828,锐新科技,天津,机械基件,创业板,L,20200421,,"主要从事工业精密铝合金部件的研发,生产和销售.主要产品包括:电力电子设备散热器,汽车轻量化部件,自动化设备与医疗设备精密部件."
2262,300829.SZ,300829,金丹科技,河南,食品,创业板,L,20200422,,"公司是以研发,生产,销售乳酸及其系列产品为主业的高新技术企业,目前公司主要产品包括各种级别的乳酸和乳酸钙,乳酸钠及乳酸酯类等."
2263,300830.SZ,300830,金现代,山东,软件服务,创业板,L,20200506,,"主营业务:公司是一家专注于电力行业信息化解决方案的高新技术企业,主要向发电企业和供电企业提供软件开发,实施及运行维护等服务."
2264,300831.SZ,300831,派瑞股份,陕西,半导体,创业板,L,20200507,,"主营业务为电力半导体器件和装置的研发,生产,实验调试和销售服务.产品可分为高压直流阀用晶闸管,普通元器件及电力电子装置三大类."
2265,300832.SZ,300832,新产业,深圳,医疗保健,创业板,L,20200512,,"主要从事研发,生产及销售系列全自动化学发光免疫分析仪器及配套试剂,公司产品主要用于提供疾病的预防,诊断,治疗监测,预后观察,健康状态评价以及遗传性疾病预测等方面的诊断信息."
2266,300833.SZ,300833,浩洋股份,广东,专用机械,创业板,L,20200520,,"发行人是一家集舞台娱乐灯光设备,建筑照明设备和桁架等产品的研发,生产与销售为一体的高新技术企业.发行人的主要产品包括舞台娱乐灯光设备,建筑照明设备和桁架等."
2267,300834.SZ,300834,星辉环材,广东,化工原料,创业板,L,20220113,,"公司专门从事高分子合成材料聚苯乙烯(PS)研发,生产与销售.公司的产品包括高抗冲聚苯乙烯(HIPS)和通用级聚苯乙烯(GPPS)两大类,均为广东省高新技术产品."
2268,300835.SZ,300835,龙磁科技,安徽,矿物制品,创业板,L,20200525,,"高性能永磁铁氧体材料系列产品的研发,生产和销售."
2269,300836.SZ,300836,佰奥智能,江苏,专用机械,创业板,L,20200528,,"智能制造装备的设计,制造,加工和销售,涵盖工业控制中感知,决策,执行环节的各类智能组装设备,并为客户提供一站式整体解决方案."
2270,300837.SZ,300837,浙矿股份,浙江,专用机械,创业板,L,20200605,,"主营业务为矿山破碎,筛分设备的研发,设计,生产和销售,主要产品为矿山破碎,筛分设备及相关配件,用于生产,加工各类矿石等脆性物料及相关产品"
2271,300838.SZ,300838,浙江力诺,浙江,机械基件,创业板,L,20200608,,"主营业务是从事工业控制阀的研发,生产和销售"
2272,300839.SZ,300839,博汇股份,浙江,石油加工,创业板,L,20200630,,"主营业务:主要从事对催化裂化后的燃料油进行深加工,生产和销售沥青助剂,橡胶助剂,润滑油助剂,轻质燃料油等产品.公司主要产品包括沥青助剂,橡胶助剂,润滑油助剂等重芳烃类产品以及轻质燃料油."
2273,300840.SZ,300840,酷特智能,山东,服饰,创业板,L,20200708,,"公司主要从事个性化定制服装的生产与销售,包括了男士,女士正装全系列各品类,并向国内相关传统制造企业提供数字化定制工厂的整体改造方案及技术咨询服务."
2274,300841.SZ,300841,康华生物,四川,生物制药,创业板,L,20200616,,"主营业务产品包括冻干人用狂犬病疫苗(人二倍体细胞)和ACYW135群脑膜炎球菌多糖疫苗,其中冻干人用狂犬病疫苗(人二倍体细胞)为公司核心产品."
2275,300842.SZ,300842,帝科股份,江苏,电气设备,创业板,L,20200618,,"主要从事新型电子浆料等电子材料的研发,生产和销售,可广泛应用于新能源,半导体,显示照明等行业.主要产品是晶硅太阳能电池正面银浆,并已积极研发和推广太阳能叠瓦组件导电胶,半导体及显示照明领域的封装和装联材料等多类别产品."
2276,300843.SZ,300843,胜蓝股份,广东,元器件,创业板,L,20200702,,"电子连接器及精密零组件的研发,生产及销售,主要产品已广泛应用于消费类电子,新能源汽车等领域."
2277,300844.SZ,300844,山水比德,广东,建筑工程,创业板,L,20210813,,"专注于园林景观设计业务,是一家以“新山水”设计方法论为指导,贯彻落实国家“生态文明建设”理念,为社区景观,文化旅游,商业空间,市政公共等领域提供整体性解决方案."
2278,300845.SZ,300845,捷安高科,河南,软件服务,创业板,L,20200703,,"公司是专注于轨道交通,安全作业,船舶等领域计算机仿真实训系统研发与技术服务的整体解决方案提供商"
2279,300846.SZ,300846,首都在线,北京,软件服务,创业板,L,20200701,,"高性能的IDC服务及云服务等高效,优质的信息技术服务"
2280,300847.SZ,300847,中船汉光,河北,化工原料,创业板,L,20200709,,"主营业务:打印复印静电成像耗材及成像设备的研发,生产和销售;主要产品:墨粉,OPC鼓,信息安全复印机,特种精密加工产品."
2281,300848.SZ,300848,美瑞新材,山东,化工原料,创业板,L,20200720,,"热塑性聚氨酯弹性体(TPU)的研发,生产及销售"
2282,300849.SZ,300849,锦盛新材,浙江,塑料,创业板,L,20200710,,"公司主要从事化妆品塑料包装容器的研发,生产和销售,主要产品为化妆品容器,应用于盛装化妆品,按照产品用途又可以分为膏霜瓶系列产品和乳液瓶系列产品."
2283,300850.SZ,300850,新强联,河南,机械基件,创业板,L,20200713,,"主要从事大型回转支承和工业锻件的研发,生产和销售.公司的主要产品包括风电主轴轴承,偏航轴承,变桨轴承,盾构机轴承及关键零部件,海工装备起重机回转支承和锻件等."
2284,300851.SZ,300851,交大思诺,北京,运输设备,创业板,L,20200717,,"公司主营业务为轨道交通列车运行控制系统关键设备的研发设计,组织生产,销售及技术支持,主要体现为产品的系统设计及软硬件开发和产品实现的全流程管控.公司主要产品分为应答器系统,机车信号CPU组件和轨道电路读取器(TCR)三大类,其作为列车运行控制系统的关键设备,保障行车安全."
2285,300852.SZ,300852,四会富仕,广东,元器件,创业板,L,20200713,,"公司主营业务是印制电路板的研发,生产和销售,公司印制电路板产品类型丰富,除单/双面板,多层板以外,产品类型覆盖HDI板,厚铜板,金属基板,刚挠结合板,高频高速板等."
2286,300853.SZ,300853,申昊科技,浙江,专用机械,创业板,L,20200724,,"公司专业从事智能电网监测设备,配电及自动化控制设备的研发,生产,销售和技术服务,致力于为客户提供一流的智能电网监测方案和配电及自动化控制设备."
2287,300854.SZ,300854,中兰环保,深圳,环境保护,创业板,L,20210916,,专业从事固废污染防治技术研发并应用于污染防治系统构建和运营业务.
2288,300855.SZ,300855,图南股份,江苏,小金属,创业板,L,20200723,,"主要产品包括铸造高温合金,变形高温合金,特种不锈钢等高性能合金材料及其制品,主要应用在包含航空发动机,燃气轮机,核电装备等军用及高端民用领域.主营业务为高温合金,特种不锈钢等高性能合金材料及其制品的研发,生产和销售."
2289,300856.SZ,300856,科思股份,江苏,日用化工,创业板,L,20200722,,"主要产品包括化妆品活性成分及其原料,合成香料等日用化学品原料.主要从事日用化学品原料的研发,生产和销售,产品包括防晒剂等化妆品活性成分,合成香料等."
2290,300857.SZ,300857,协创数据,深圳,IT设备,创业板,L,20200727,,"主要产品为物联网智能终端和数据存储设备,主要从事消费电子领域物联网智能终端和数据存储设备等产品的研发,生产和销售,并不断紧跟技术变革与市场的发展趋势,推出新产品."
2291,300858.SZ,300858,科拓生物,北京,食品,创业板,L,20200727,,"公司是一家主要从事复配食品添加剂,食用益生菌制品以及动植物微生态制剂研发,生产与销售的高新技术企业.公司的主要产品分为复配食品添加剂,食用益生菌制品以及动植物微生态制剂."
2292,300859.SZ,300859,西域旅游,新疆,旅游服务,创业板,L,20200806,,"旅游客运,高山索道观光,游船观光,温泉娱乐,旅行社业务和文化演艺等"
2293,300860.SZ,300860,锋尚文化,北京,文教休闲,创业板,L,20200824,,"公司以创意设计为核心,业务范围涵盖大型文化演艺活动,文化旅游演艺,景观艺术照明及演绎等多个领域的创意,设计及制作服务."
2294,300861.SZ,300861,美畅股份,陕西,矿物制品,创业板,L,20200824,,"金刚石工具及相关产业链中的材料和制品的研发,生产,销售"
2295,300862.SZ,300862,蓝盾光电,安徽,电器仪表,创业板,L,20200824,,"主营业务是高端分析测量仪器制造,软件开发,系统集成及工程,运维服务,数据服务和军工雷达部件的生产.产品和服务主要应用于环境监测,交通管理,气象观测和军工雷达等领域."
2296,300863.SZ,300863,卡倍亿,浙江,汽车配件,创业板,L,20200824,,"主要产品为常规线缆,铝导线缆,对绞线缆,屏蔽线缆,新能源线缆,多芯护套线缆等多种汽车线缆产品.主营业务为汽车线缆的研发,生产和销售."
2297,300864.SZ,300864,南大环境,江苏,环境保护,创业板,L,20200824,,"致力于为政府客户和企业客户提供高效,科学,整体的环境解决方案,主要服务包括环境调查与鉴定,建设项目环评,环境研究与规划,环境工程承包,环境工程设计与监理以及环境污染第三方治理等."
2298,300865.SZ,300865,大宏立,四川,专用机械,创业板,L,20200824,,"公司一直致力于破碎筛分成套设备的研发,设计,生产和销售,公司主要产品为砂石破碎筛分成套设备,用于下游砂石骨料行业机制砂生产,即破碎筛分山石,卵石等以制备砂石骨料."
2299,300866.SZ,300866,安克创新,湖南,元器件,创业板,L,20200824,,"公司主要从事自有品牌的移动设备周边产品,智能硬件产品等消费电子产品的自主研发,设计和销售,是全球消费电子行业知名品牌商,产品主要包括充电类,无线音频类,智能创新类三大系列."
2300,300867.SZ,300867,圣元环保,福建,环境保护,创业板,L,20200824,,"公司主营业务为经营城镇固液废专业化处理,主要包括生活垃圾焚烧发电和生活污水处理等,公司主要通过取得特许经营权的方式负责生活垃圾焚烧发电厂和生活污水处理厂的投资建设,运营管理及维护."
2301,300868.SZ,300868,杰美特,深圳,元器件,创业板,L,20200824,,"从事移动智能终端配件的研发,设计,生产及销售,主要产品:主要为智能手机,平板电脑等移动智能终端提供保护套产品."
2302,300869.SZ,300869,康泰医学,河北,医疗保健,创业板,L,20200824,,"公司属于医疗器械行业,是一家专业从事医疗诊断,监护设备的研发,生产和销售的高新技术企业.公司自设立以来始终致力于医疗诊断,监护设备的研发,生产和销售,产品涵盖血氧类,心电类,超声类,监护类,血压类等多个大类,建立了完善的研发,生产和销售体系."
2303,300870.SZ,300870,欧陆通,深圳,电气设备,创业板,L,20200824,,"主要从事开关电源产品的研发,生产与销售.公司主要产品包括电源适配器和服务器电源等,公司产品广泛应用于办公电子,机顶盒,网络通信,安防监控,音响,金融POS终端,数据中心等众多领域."
2304,300871.SZ,300871,回盛生物,湖北,农业综合,创业板,L,20200824,,"主要从事兽用药品(包括化药制剂,原料药,中药制剂),饲料及添加剂的研发,生产和销售."
2305,300872.SZ,300872,天阳科技,西藏,软件服务,创业板,L,20200824,,"公司是一家金融业IT解决方案及服务提供商,主要向以银行为主的金融机构提供IT解决方案,咨询服务,专业测试服务,运维服务和系统集成服务."
2306,300873.SZ,300873,海晨股份,江苏,仓储物流,创业板,L,20200824,,"主营业务是为电子信息行业相关企业提供全方位,一体化的现代综合物流服务,深度嵌入电子信息行业内企业采购,生产,销售及售后服务等各业务环节."
2307,300875.SZ,300875,捷强装备,天津,专用机械,创业板,L,20200824,,"主要从事核化生防御装备核心部件的研发,生产和销售.主要产品为应用于各通用型号装备军用核化生洗消车辆的液压动力系统及核化生防御防护装具中某型面具送风器的充电器及电池组."
